37
idx	RT	PRT	ST	amb_id
36	179.33	179.33	600.00	1
35	612.05	612.05	600.00	3
34	416.06	416.06	600.00	17
33	452.19	452.19	600.00	13
32	130.92	130.92	600.00	1
31	705.94	2823.76	1443.35	2
30	597.71	597.71	600.00	7
29	699.76	2799.03	600.00	11
12	575.35	575.35	600.00	1
11	384.10	1536.40	600.00	13
10	1136.70	4546.81	600.00	3
9	319.78	319.78	2041.98	12
8	473.09	1892.36	2890.01	4
7	1002.81	1002.81	1995.91	2
6	1201.93	4807.72	600.00	11
5	747.79	747.79	600.00	1
4	579.85	3819.42	600.00	8
3	560.14	2240.57	1615.46	10
2	1173.74	4694.98	3342.46	0
1	797.90	797.90	600.00	11
0	1008.76	4035.04	600.00	1
13	538.06	538.06	600.00	5
14	706.23	2824.94	600.00	15
15	1006.60	4026.39	600.00	13
16	288.56	1154.24	600.00	11
17	1154.04	1154.04	600.00	1
18	478.51	478.51	600.00	7
19	766.99	3067.94	600.00	3
20	443.28	443.28	600.00	14
21	475.74	1902.97	600.00	11
22	506.32	506.32	600.00	15
23	824.99	3299.95	1451.48	10
24	760.78	760.78	1340.72	12
25	98.86	98.86	600.00	2
26	742.43	742.43	600.00	5
27	809.40	3237.62	600.00	3
28	829.23	829.23	600.00	17
