37
idx	RT	PRT	ST	amb_id
35	2224.87	2224.87	600.00	15
36	972.38	972.38	600.00	15
34	889.30	2389.30	600.00	4
30	3933.67	3933.67	600.00	11
33	1372.75	1372.75	600.00	3
31	310.01	1240.05	1322.41	10
32	2994.75	2994.75	600.00	9
29	1367.37	5469.48	600.00	13
12	1395.46	2895.46	600.00	4
11	1133.84	4535.37	600.00	15
10	1538.11	6152.43	600.00	13
9	156.89	156.89	2162.64	2
8	254.50	1017.99	2842.22	14
7	678.81	678.81	1898.55	0
6	990.32	3961.26	600.00	17
5	1418.14	1418.14	600.00	21
4	344.52	2878.08	600.00	8
3	826.79	3307.15	1760.36	12
2	1666.61	6666.45	2529.61	10
1	1795.99	1795.99	600.00	9
0	2461.03	9844.12	600.00	5
13	679.94	679.94	600.00	19
14	1108.14	4432.57	600.00	3
15	2099.85	8399.41	600.00	21
16	1444.80	5779.21	600.00	7
17	110.49	110.49	600.00	9
18	713.42	2213.42	600.00	18
19	449.56	1798.25	600.00	11
20	2069.87	2069.87	600.00	12
21	1917.98	7671.92	600.00	17
22	233.72	233.72	600.00	3
23	2262.18	9048.70	1615.49	20
24	2061.09	2061.09	1322.32	0
25	785.97	785.97	600.00	2
26	132.63	132.63	600.00	15
27	749.46	2997.82	600.00	1
28	1209.69	1209.69	600.00	21
