37
idx	RT	PRT	ST	amb_id
36	833.77	833.77	600.00	5
35	406.16	406.16	600.00	3
34	416.06	416.06	600.00	7
33	883.33	883.33	600.00	1
32	605.45	605.45	600.00	9
31	491.64	1966.58	1443.35	4
30	3147.56	3147.56	600.00	11
29	649.11	4096.45	600.00	8
12	743.82	743.82	600.00	1
11	384.10	1536.40	600.00	3
10	994.11	3976.45	600.00	11
9	313.83	313.83	2041.98	10
8	644.74	2578.95	2890.01	12
7	1002.81	1002.81	1995.91	2
6	1236.73	4946.93	600.00	7
5	1400.60	1400.60	600.00	5
4	579.85	3819.42	600.00	8
3	560.14	2240.57	1615.46	0
2	1554.52	6218.09	3342.46	4
1	1463.54	1463.54	600.00	13
0	1008.76	4035.04	600.00	1
13	550.31	550.31	600.00	9
14	1092.75	4371.01	600.00	13
15	1006.60	4026.39	600.00	3
16	247.35	989.40	600.00	7
17	294.09	294.09	600.00	5
18	876.15	2376.15	600.00	6
19	861.11	3444.44	600.00	1
20	914.76	914.76	600.00	0
21	442.37	1769.48	600.00	7
22	644.59	644.59	600.00	9
24	754.83	754.83	1340.72	10
23	406.00	7624.01	1451.48	13
25	35.34	35.34	600.00	2
26	1857.98	1857.98	600.00	5
27	893.25	3573.01	600.00	3
28	829.23	829.23	600.00	7
