37
idx	RT	PRT	ST	amb_id
35	1464.79	1464.79	600.00	5
36	1503.27	3003.27	600.00	4
34	4037.53	5537.53	600.00	2
33	1606.84	1606.84	600.00	1
28	2405.02	2405.02	600.00	9
30	2854.20	2854.20	600.00	3
26	3262.08	4762.08	600.00	8
32	1525.53	1525.53	600.00	5
12	3543.93	5043.93	600.00	8
5	1490.28	1490.28	600.00	9
10	1574.14	6296.57	600.00	5
9	452.98	6452.98	2041.98	3
8	644.74	2578.95	2890.01	2
7	1226.11	1226.11	1995.91	4
6	1236.73	4946.93	600.00	7
4	579.85	3819.42	600.00	8
3	560.14	2240.57	1615.46	0
2	2586.85	10347.39	3342.46	6
31	1278.76	5115.04	1443.35	6
14	732.62	2930.50	600.00	1
1	1692.83	1692.83	600.00	9
0	1008.76	4035.04	600.00	1
29	1369.69	5478.74	600.00	9
11	1845.00	8880.02	600.00	0
13	2518.62	2518.62	600.00	7
17	281.27	281.27	600.00	9
15	2434.17	9736.67	600.00	1
16	1906.82	7627.26	600.00	9
19	1192.31	4769.26	600.00	5
21	2334.51	9338.04	600.00	3
20	1281.71	1281.71	600.00	0
24	1836.46	1836.46	1340.72	4
23	1654.03	6616.13	1451.48	2
27	1234.73	4938.93	600.00	5
18	5492.82	5492.82	600.00	7
22	2394.61	2394.61	600.00	1
25	2929.74	2929.74	600.00	0
